inst#,predicted,prediction,REVIEW-ID,CLASS
4678,negative,0.73,12034,negative
4679,positive,0.62,62703,positive
4680,negative,0.64,31641,negative
4681,positive,0.83,65992,positive
4682,positive,0.62,54518,positive
4683,positive,0.55,49943,positive
4684,positive,0.92,34459,positive
4685,positive,0.79,11051,positive
4686,positive,0.895,7080,positive
4687,negative,0.524,2470,negative
4688,positive,0.78,35256,positive
4689,positive,0.81,40722,positive
4690,positive,0.67,43008,positive
4691,positive,0.62,62357,positive
4692,positive,0.72,70877,positive
4693,positive,0.74,25999,positive
4694,negative,0.78,57820,negative
4695,positive,0.81,67500,positive
4696,positive,0.52,52569,positive
4697,positive,0.64,2770,positive
4698,positive,0.77,19558,positive
4699,positive,0.53,66830,positive
4700,positive,0.96,35296,positive
4701,positive,0.58,48211,positive
4702,positive,0.59,17501,positive
4703,positive,0.96,1175,positive
4704,positive,0.62,58824,positive
4705,positive,0.95,61633,positive
4706,positive,0.75,25549,positive
4707,positive,0.37,8441,positive
4708,negative,0.63,27898,negative
4709,positive,0.86,28842,positive
4710,positive,0.74,69730,positive
4711,negative,0.6,38144,negative
4712,positive,0.53,34272,positive
4713,positive,0.59,4644,positive
4714,positive,0.6,40400,positive
4715,positive,0.62,37356,positive
4716,positive,0.54,47312,positive
4717,negative,0.8,71777,negative
4718,negative,0.52,28489,negative
4719,positive,0.54,30844,positive
4720,positive,0.52,6664,positive
4721,positive,0.89,25828,positive
4722,negative,0.5,25284,negative
4723,negative,0.492,51584,negative
4724,positive,0.64,36991,positive
4725,positive,0.55,50031,positive
4726,positive,0.789,64709,positive
4727,positive,0.53,44953,positive
4728,positive,0.54,70470,positive
4729,positive,0.72,62474,positive
4730,negative,0.76,65492,negative
4731,positive,0.78,22648,positive
4732,positive,0.72,16536,positive
4733,positive,0.61,64411,positive
4734,positive,0.47,52724,positive
4735,positive,0.88,42218,positive
4736,positive,0.47,13605,positive
4737,positive,0.69,34475,positive
4738,positive,0.44,40604,positive
4739,positive,0.83,58288,positive
4740,positive,0.55,11513,positive
4741,positive,0.72,9454,positive
4742,positive,0.55,1748,positive
4743,positive,0.63,53850,positive
4744,negative,0.65,16978,negative
4745,positive,0.416,9947,positive
4746,negative,0.63,9205,negative
4747,positive,0.78,7949,positive
4748,positive,0.82,31356,positive
4749,positive,0.89,62636,positive
4750,positive,0.83,70191,positive
4751,positive,0.42,43078,positive
4752,negative,0.42,8442,negative
4753,positive,0.5,57075,positive
4754,positive,0.7,70184,positive
4755,positive,0.61,62252,positive
4756,positive,0.561,31130,positive
4757,positive,0.4,12360,positive
4758,positive,0.77,29008,positive
4759,negative,0.61,23171,negative
4760,positive,0.89,64090,positive
4761,positive,0.7,41069,positive
4762,neutral,0.41,50189,neutral
4763,positive,0.82,29792,positive
4764,positive,0.76,63535,positive
4765,negative,0.42,38935,negative
4766,positive,0.51,45814,positive
4767,positive,0.68,58927,positive
4768,negative,0.34,28526,negative
4769,positive,0.7,979,positive
4770,positive,0.77,31949,positive
4771,positive,0.95,6720,positive
4772,positive,0.86,65008,positive
4773,positive,0.52,15881,positive
4774,negative,0.86,25703,negative
4775,positive,0.42,9459,positive
4776,positive,0.75,41584,positive
4777,positive,0.43,58111,positive
4778,positive,0.55,47152,positive
4779,negative,0.77,64453,negative
4780,positive,0.62,53592,positive
4781,positive,0.56,49237,positive
4782,positive,0.58,19654,positive
4783,negative,0.7,7438,negative
4784,negative,0.88,33446,negative
4785,positive,0.47,38512,positive
4786,negative,0.75,30766,negative
4787,negative,0.55,51400,negative
4788,positive,0.6,15228,positive
4789,positive,0.75,41029,positive
4790,positive,0.61,52281,positive
4791,positive,0.9,23299,positive
4792,negative,0.48,27781,negative
4793,positive,0.45,45754,positive
4794,negative,0.43,44498,negative
4795,negative,0.39,8382,negative
4796,negative,0.61,43705,negative
4797,positive,0.58,54846,positive
4798,positive,0.52,24361,positive
4799,positive,0.43,62122,positive
4800,positive,0.76,55022,positive
4801,positive,0.83,25259,positive
4802,positive,0.91,35091,positive
4803,positive,0.62,63361,positive
4804,positive,0.81,53803,positive
4805,positive,0.54,62618,positive
4806,positive,0.44,45113,positive
4807,positive,0.55,40430,positive
4808,negative,0.68,30056,negative
4809,positive,0.85,42909,positive
4810,positive,0.69,11715,positive
4811,positive,0.67,68719,positive
4812,positive,0.46,46378,positive
4813,positive,0.47,24167,positive
4814,positive,0.61,55560,positive
4815,positive,0.46,13392,positive
4816,positive,0.57,42053,positive
4817,positive,0.41,43846,positive
4818,positive,0.63,56690,positive
4819,positive,0.57,42619,positive
4820,positive,0.42,63797,positive
4821,negative,0.43,5972,negative
4822,positive,0.59,63995,positive
4823,positive,0.45,50761,positive
4824,positive,0.68,62144,positive
4825,positive,0.6,49703,positive
4826,positive,0.433,58285,positive
4827,positive,0.86,35021,positive
4828,positive,0.67,42959,positive
4829,positive,0.43,18240,positive
4830,negative,0.76,36646,negative
4831,negative,0.77,29974,negative
4832,positive,0.91,26559,positive
4833,positive,0.43,8345,positive
4834,negative,0.43,24267,negative
4835,positive,0.6,55107,positive
4836,positive,0.41,56051,positive
4837,positive,0.677,11301,positive
4838,positive,0.52,12679,positive
4839,negative,0.46,49999,negative
4840,positive,0.56,59428,positive
4841,positive,0.61,2528,positive
4842,positive,0.78,58346,positive
4843,positive,0.42,30112,positive
4844,positive,0.86,1235,positive
4845,positive,0.49,40225,positive
4846,positive,0.65,67636,positive
4847,positive,0.87,9565,positive
4848,positive,0.62,36496,positive
4849,positive,0.79,30872,positive
4850,positive,0.51,28118,positive
4851,positive,0.6,19259,positive
4852,positive,0.9,32206,positive
4853,positive,0.82,32093,positive
4854,positive,0.726,72068,positive
4855,positive,0.4,47734,positive
4856,negative,0.45,40387,negative
4857,positive,0.55,42994,positive
4858,negative,0.57,4685,negative
4859,negative,0.72,10562,negative
4860,negative,0.6,52655,negative
4861,positive,0.52,44482,positive
4862,positive,0.65,37541,positive
4863,positive,0.62,34916,positive
4864,negative,0.58,66993,negative
4865,positive,0.85,61686,positive
4866,positive,0.46,70653,positive
4867,positive,0.53,45601,positive
4868,negative,0.49,41324,negative
4869,positive,0.51,15410,positive
4870,positive,0.89,55368,positive
4871,positive,0.67,11394,positive
4872,positive,0.75,35929,positive
4873,positive,0.69,42253,positive
4874,positive,0.47,55890,positive
4875,positive,0.88,4228,positive
4876,positive,0.47,10547,positive
4877,positive,0.85,72406,positive
4878,positive,0.57,40230,positive
4879,positive,0.63,49179,positive
4880,positive,0.69,38236,positive
4881,negative,0.44,46254,negative
4882,positive,0.85,57100,positive
4883,negative,0.63,67355,negative
4884,positive,0.69,24145,positive
4885,positive,0.63,30465,positive
4886,positive,0.4,2511,positive
4887,positive,0.83,2442,positive
4888,positive,0.76,32072,positive
4889,positive,0.75,14130,positive
4890,positive,0.57,36570,positive
4891,positive,0.57,43730,positive
4892,positive,0.6,38743,positive
4893,positive,0.51,67074,positive
4894,positive,0.51,35157,positive
4895,neutral,0.34,18516,neutral
4896,positive,0.54,47160,positive
4897,positive,0.466,24143,positive
4898,negative,0.64,68646,negative
4899,positive,0.52,61358,positive
4900,positive,0.49,3955,positive
4901,positive,0.87,70331,positive
4902,positive,0.67,70296,positive
4903,positive,0.63,40003,positive
4904,positive,0.66,61548,positive
4905,positive,0.96,63060,positive
4906,positive,0.51,4326,positive
4907,negative,0.8,40506,negative
4908,positive,0.58,3078,positive
4909,positive,0.72,72263,positive
4910,negative,0.51,10401,negative
4911,negative,0.57,28294,negative
4912,positive,0.52,33267,positive
4913,negative,0.35,54459,negative
4914,positive,0.82,59870,positive
4915,negative,0.41,15926,negative
4916,positive,0.61,53240,positive
4917,positive,0.53,10272,positive
4918,positive,0.52,33835,positive
4919,positive,0.63,71249,positive
4920,positive,0.87,68388,positive
4921,neutral,0.4,54523,neutral
4922,positive,0.44,26420,positive
4923,negative,0.73,17781,negative
4924,negative,0.49,53354,negative
4925,positive,0.84,32510,positive
4926,positive,0.62,661,positive
4927,positive,0.83,54592,positive
4928,positive,0.85,7828,positive
4929,positive,0.89,60433,positive
4930,positive,0.53,30361,positive
4931,positive,0.85,2649,positive
4932,positive,0.6,21202,positive
4933,positive,0.78,19027,positive
4934,positive,0.44,545,positive
4935,negative,0.69,3895,negative
4936,positive,0.83,22433,positive
4937,positive,0.78,34826,positive
4938,negative,0.42,40262,negative
4939,positive,0.66,61612,positive
4940,negative,0.79,26786,negative
4941,positive,0.51,9269,positive
4942,negative,0.57,57846,negative
4943,positive,0.4,23204,positive
4944,positive,0.43,6352,positive
4945,positive,0.54,62644,positive
4946,positive,0.45,53744,positive
4947,negative,0.63,66472,negative
4948,positive,0.67,69403,positive
4949,positive,0.68,25958,positive
4950,positive,0.78,9128,positive
4951,negative,0.6,53712,negative
4952,positive,0.88,41486,positive
4953,positive,0.62,64404,positive
4954,positive,0.66,54391,positive
4955,positive,0.74,69616,positive
4956,positive,0.9,42500,positive
4957,negative,0.724,34095,negative
4958,positive,0.51,67263,positive
4959,positive,0.36,8410,positive
4960,positive,0.88,25951,positive
4961,positive,0.9,69900,positive
4962,positive,0.78,44413,positive
4963,positive,0.73,63601,positive
4964,negative,0.73,41875,negative
4965,positive,0.87,71157,positive
4966,positive,0.94,63295,positive
4967,positive,0.41,39914,positive
4968,positive,0.63,35906,positive
4969,positive,0.82,64642,positive
4970,negative,0.4,44851,negative
4971,neutral,0.44,46562,neutral
4972,positive,0.42,53943,positive
4973,positive,0.6,61193,positive
4974,positive,0.88,6590,positive
4975,positive,0.47,20472,positive
4976,positive,0.54,47194,positive
4977,negative,0.51,48948,negative
4978,positive,0.59,54213,positive
4979,positive,0.84,61722,positive
4980,positive,0.89,53597,positive
4981,positive,0.52,44239,positive
4982,positive,0.39,3619,positive
4983,positive,0.83,61810,positive
4984,positive,0.63,66119,positive
4985,positive,0.75,3195,positive
4986,positive,0.61,2678,positive
4987,positive,0.94,10871,positive
4988,positive,0.85,62296,positive
4989,neutral,0.38,45258,neutral
4990,positive,0.84,7845,positive
4991,positive,0.602,7937,positive
4992,positive,0.53,39670,positive
4993,positive,0.52,3184,positive
4994,positive,0.7,30113,positive
4995,positive,0.73,46632,positive
4996,negative,0.46,37894,negative
4997,positive,0.57,39794,positive
4998,positive,0.72,58513,positive
4999,positive,0.65,26343,positive
5000,positive,0.78,25330,positive
5001,positive,0.63,37654,positive
5002,positive,0.8,64401,positive
5003,positive,0.807,70753,positive
5004,positive,0.4,33630,positive
5005,positive,0.44,51872,positive
5006,negative,0.43,56475,negative
5007,positive,0.73,64612,positive
5008,negative,0.69,31096,negative
5009,positive,0.56,37507,positive
5010,negative,0.44,37088,negative
5011,positive,0.56,49130,positive
5012,negative,0.49,10524,negative
5013,negative,0.38,33670,negative
5014,negative,0.7,64795,negative
5015,positive,0.76,1595,positive
5016,negative,0.35,40034,negative
5017,positive,0.77,51824,positive
5018,neutral,0.383,39158,neutral
5019,negative,0.72,44090,negative
5020,positive,0.5,24948,positive
5021,negative,0.83,63896,negative
5022,negative,0.81,44129,negative
5023,positive,0.74,62307,positive
5024,positive,0.83,64053,positive
5025,negative,0.66,27530,negative
5026,positive,0.46,33526,positive
5027,positive,0.856,12599,positive
5028,positive,0.53,39282,positive
5029,positive,0.91,63078,positive
5030,negative,0.69,27142,negative
5031,negative,0.54,29492,negative
5032,positive,0.55,29726,positive
5033,positive,0.66,34104,positive
5034,positive,0.44,47585,positive
5035,negative,0.48,59272,negative
5036,positive,0.54,795,positive
5037,negative,0.71,59278,negative
5038,positive,0.41,45290,positive
5039,negative,0.47,18724,negative
5040,negative,0.72,33447,negative
5041,positive,0.6,13820,positive
5042,negative,0.49,10223,negative
5043,negative,0.62,37128,negative
5044,positive,0.75,35849,positive
5045,negative,0.56,13263,negative
5046,positive,0.57,41551,positive
5047,positive,0.99,31329,positive
5048,positive,0.47,20968,positive
5049,positive,0.87,7421,positive
5050,positive,0.81,54686,positive
5051,positive,0.76,60277,positive
5052,positive,0.77,60265,positive
5053,positive,0.6,53961,positive
5054,positive,0.76,10885,positive
5055,positive,0.42,3923,positive
5056,positive,0.88,35369,positive
5057,positive,0.81,70352,positive
5058,negative,0.55,67674,negative
5059,negative,0.45,45333,negative
5060,positive,0.61,22512,positive
5061,positive,0.51,57239,positive
5062,positive,0.59,66906,positive
5063,positive,0.79,42948,positive
5064,positive,0.5,61996,positive
5065,negative,0.52,68161,negative
5066,positive,0.96,4975,positive
5067,positive,0.57,51514,positive
5068,positive,0.74,31605,positive
5069,positive,0.82,52490,positive
5070,positive,0.62,4744,positive
5071,positive,0.48,45861,positive
5072,positive,0.37,37673,positive
5073,negative,0.73,11771,negative
5074,negative,0.48,65583,negative
5075,positive,0.742,41350,positive
5076,positive,0.96,35181,positive
5077,positive,0.95,7482,positive
5078,positive,0.82,69703,positive
5079,positive,0.71,45575,positive
5080,positive,0.65,60712,positive
5081,negative,0.72,68924,negative
5082,positive,0.81,31916,positive
5083,positive,0.61,65376,positive
5084,positive,0.82,6221,positive
5085,positive,0.43,25390,positive
5086,positive,0.91,35615,positive
5087,positive,0.61,70829,positive
5088,positive,0.46,35749,positive
5089,positive,0.67,47161,positive
5090,positive,0.47,22792,positive
5091,positive,0.44,10953,positive
5092,positive,0.67,19827,positive
5093,positive,0.67,57405,positive
5094,positive,0.65,62523,positive
5095,negative,0.56,38842,negative
5096,positive,0.777,45847,positive
5097,positive,0.76,8482,positive
5098,positive,0.55,24424,positive
5099,positive,0.6,53972,positive
5100,positive,0.48,13103,positive
5101,positive,0.57,17819,positive
5102,positive,0.72,857,positive
5103,positive,0.46,8383,positive
5104,positive,0.43,66638,positive
5105,positive,0.91,30876,positive
5106,positive,0.74,58524,positive
5107,positive,0.41,23851,positive
5108,negative,0.62,43029,negative
5109,negative,0.47,5338,negative
5110,positive,0.69,6410,positive
5111,positive,0.61,9746,positive
5112,negative,0.85,26870,negative
5113,positive,0.65,13750,positive
5114,positive,0.61,3773,positive
5115,positive,0.43,65797,positive
5116,negative,0.52,64744,negative
5117,positive,0.5,31879,positive
5118,positive,0.91,7656,positive
5119,positive,0.77,31872,positive
5120,neutral,0.34,38999,neutral
5121,negative,0.72,26743,negative
5122,positive,0.94,53999,positive
5123,positive,0.81,35219,positive
5124,positive,0.94,41644,positive
5125,positive,0.56,56527,positive
5126,positive,0.81,61588,positive
5127,positive,0.75,5682,positive
5128,negative,0.77,20168,negative
5129,negative,0.55,42417,negative
5130,positive,0.61,41336,positive
5131,positive,0.44,8281,positive
5132,positive,0.62,59381,positive
5133,positive,0.72,9870,positive
5134,negative,0.55,31755,negative
5135,negative,0.69,67469,negative
5136,positive,0.71,51561,positive
5137,positive,0.56,12588,positive
5138,positive,0.62,64923,positive
5139,positive,0.4,71687,positive
5140,positive,0.59,58961,positive
5141,positive,0.93,35376,positive
5142,positive,0.44,47703,positive
5143,positive,0.8,49469,positive
5144,positive,0.45,37440,positive
5145,positive,0.93,68556,positive
5146,negative,0.53,32679,negative
5147,negative,0.631,13782,negative
5148,positive,0.62,72076,positive
5149,positive,0.64,65348,positive
5150,positive,0.7,65184,positive
5151,positive,0.9,67595,positive
5152,positive,0.89,61133,positive
5153,positive,0.54,65671,positive
5154,positive,0.68,61403,positive
5155,positive,0.37,47872,positive
5156,positive,0.84,62906,positive
5157,positive,0.45,67095,positive
5158,negative,0.63,60721,negative
5159,negative,0.48,67096,negative
5160,negative,0.64,19100,negative
5161,positive,0.64,69252,positive
5162,negative,0.43,18197,negative
5163,negative,0.73,52187,negative
5164,positive,0.69,61070,positive
5165,positive,0.62,22659,positive
5166,positive,0.58,49338,positive
5167,positive,0.68,63892,positive
5168,negative,0.39,70695,negative
5169,positive,0.52,3081,positive
5170,positive,0.4,26348,positive
5171,negative,0.84,29897,negative
5172,positive,0.74,71738,positive
5173,positive,0.82,66892,positive
5174,positive,0.48,11074,positive
5175,positive,0.81,66554,positive
5176,negative,0.55,67356,negative
5177,negative,0.505,45664,negative
5178,positive,0.936,33285,positive
5179,neutral,0.365,36389,neutral
5180,positive,0.91,69282,positive
5181,positive,0.41,21981,positive
5182,positive,0.91,42689,positive
5183,positive,0.7,63455,positive
5184,positive,0.79,29758,positive
5185,negative,0.63,29126,negative
5186,positive,0.94,42719,positive
5187,negative,0.81,12405,negative
5188,positive,0.73,36840,positive
5189,positive,0.68,63374,positive
5190,positive,0.55,3829,positive
5191,negative,0.74,37301,negative
5192,negative,0.45,28227,negative
5193,positive,0.59,66679,positive
5194,negative,0.54,28905,negative
5195,positive,0.74,70347,positive
5196,positive,0.69,22950,positive
5197,negative,0.54,27768,negative
5198,negative,0.59,35278,negative
5199,positive,0.97,42675,positive
5200,positive,0.74,25189,positive
5201,positive,0.59,58419,positive
5202,negative,0.82,42558,negative
5203,positive,0.8,34320,positive
5204,positive,0.77,47890,positive
5205,positive,0.67,53308,positive
5206,negative,0.75,16805,negative
5207,positive,0.39,35836,positive
5208,positive,0.63,72042,positive
5209,negative,0.85,66307,negative
5210,negative,0.46,45426,negative
5211,positive,0.81,66319,positive
5212,positive,0.57,44866,positive
5213,negative,0.71,40488,negative
5214,positive,0.46,70648,positive
5215,positive,0.86,2801,positive
5216,positive,0.62,49750,positive
5217,neutral,0.4,13150,neutral
5218,positive,0.45,72145,positive
5219,positive,0.51,50194,positive
5220,positive,0.82,33736,positive
5221,negative,0.515,22431,negative
5222,negative,0.42,41426,negative
5223,negative,0.47,37556,negative
5224,positive,0.62,69391,positive
5225,positive,0.54,2297,positive
5226,negative,0.77,33375,negative
5227,negative,0.51,9880,negative
5228,negative,0.6,30782,negative
5229,positive,0.69,21454,positive
5230,positive,0.61,5439,positive
5231,positive,0.77,41403,positive
5232,positive,0.63,62562,positive
5233,positive,0.48,9447,positive
5234,positive,0.96,23260,positive
5235,positive,0.66,28503,positive
5236,positive,0.6,8229,positive
5237,positive,0.62,52771,positive
5238,positive,0.73,67591,positive
5239,positive,0.78,33673,positive
5240,positive,0.55,29197,positive
5241,positive,0.57,4086,positive
5242,negative,0.55,32895,negative
5243,positive,0.89,35753,positive
5244,negative,0.88,34099,negative
5245,positive,0.8,70377,positive
5246,negative,0.7,5730,negative
5247,positive,0.61,5847,positive
5248,positive,0.58,46578,positive
5249,positive,0.75,41913,positive
5250,negative,0.77,28341,negative
5251,positive,0.61,17184,positive
5252,positive,0.59,5091,positive
5253,negative,0.58,53607,negative
5254,positive,0.79,30432,positive
5255,negative,0.5,16288,negative
5256,positive,0.41,44291,positive
5257,positive,0.75,13674,positive
5258,positive,0.7,23407,positive
5259,positive,0.8,61048,positive
5260,negative,0.77,30029,negative
5261,positive,0.91,58978,positive
5262,positive,0.64,4180,positive
5263,positive,0.88,33360,positive
5264,positive,0.61,60420,positive
5265,negative,0.44,23769,negative
5266,negative,0.69,71812,negative
5267,positive,0.66,21038,positive
5268,positive,0.63,37487,positive
5269,negative,0.45,28525,negative
5270,positive,0.46,39059,positive
5271,positive,0.44,37759,positive
5272,positive,0.65,52970,positive
5273,neutral,0.47,29819,neutral
5274,positive,0.72,62023,positive
5275,positive,0.5,46852,positive
5276,positive,0.79,4052,positive
5277,negative,0.68,9268,negative
5278,positive,0.8,71915,positive
5279,positive,0.43,28466,positive
5280,positive,0.66,22084,positive
5281,positive,0.78,47150,positive
5282,positive,0.83,3913,positive
5283,positive,0.43,8552,positive
5284,positive,0.84,31871,positive
5285,positive,0.53,78,positive
5286,negative,0.6,37970,negative
5287,positive,0.58,67960,positive
5288,positive,0.92,41554,positive
5289,negative,0.74,66987,negative
5290,positive,0.52,50276,positive
5291,positive,0.61,14203,positive
5292,positive,0.79,12906,positive
5293,positive,0.609,23402,positive
5294,negative,0.56,43419,negative
5295,positive,0.91,71925,positive
5296,positive,0.81,1862,positive
5297,negative,0.42,67853,negative
5298,positive,0.69,41208,positive
5299,negative,0.6,67295,negative
5300,positive,0.61,47946,positive
5301,positive,0.86,54919,positive
5302,positive,0.75,43708,positive
5303,positive,0.56,46325,positive
5304,negative,0.68,23316,negative
5305,positive,0.6,42231,positive
5306,positive,0.96,35287,positive
5307,negative,0.4,8499,negative
5308,positive,0.51,41660,positive
5309,positive,0.56,42395,positive
5310,neutral,0.39,2260,neutral
5311,negative,0.57,34013,negative
5312,positive,0.49,38024,positive
5313,positive,0.81,42952,positive
5314,positive,0.48,51968,positive
5315,positive,0.7,59852,positive
5316,positive,0.78,71492,positive
5317,positive,0.74,54342,positive
5318,negative,0.86,37256,negative
5319,negative,0.52,9092,negative
5320,neutral,0.4,42765,neutral
5321,positive,0.5,37442,positive
5322,positive,0.39,38917,positive
5323,positive,0.72,15529,positive
5324,neutral,0.39,55655,neutral
5325,positive,0.6,6579,positive
5326,positive,0.61,53170,positive
5327,positive,0.75,70329,positive
5328,positive,0.86,25592,positive
5329,positive,0.6,1921,positive
5330,positive,0.48,2291,positive
5331,positive,0.73,42149,positive
5332,positive,0.62,57008,positive
5333,positive,0.79,2621,positive
5334,positive,0.61,14072,positive
5335,negative,0.58,34477,negative
5336,positive,0.6,52607,positive
5337,positive,0.5,66411,positive
5338,positive,0.58,45683,positive
5339,positive,0.71,63432,positive
5340,positive,0.6,31069,positive
5341,negative,0.79,33583,negative
5342,positive,0.74,13082,positive
5343,positive,0.77,12814,positive
5344,positive,0.37,15781,positive
5345,positive,0.81,70494,positive
5346,positive,0.42,38391,positive
5347,positive,0.63,49635,positive
5348,positive,0.51,43850,positive
5349,negative,0.54,22551,negative
5350,positive,0.42,41199,positive
5351,positive,0.81,56584,positive
5352,positive,0.87,26584,positive
5353,positive,0.72,8781,positive
5354,positive,0.62,45318,positive
5355,positive,0.66,8579,positive
5356,positive,0.75,38480,positive
5357,positive,0.84,31465,positive
5358,positive,0.4,51433,positive
5359,negative,0.52,66824,negative
5360,positive,0.58,62784,positive
5361,positive,0.72,25555,positive
5362,positive,0.84,42371,positive
5363,positive,0.64,71367,positive
5364,positive,0.92,34107,positive
5365,negative,0.4,4616,negative
5366,negative,0.64,72014,negative
5367,positive,0.74,29232,positive
5368,positive,0.48,46311,positive
5369,negative,0.435,68706,negative
5370,negative,0.57,28707,negative
5371,negative,0.75,28609,negative
5372,negative,0.73,64409,negative
5373,positive,0.73,25006,positive
5374,negative,0.58,14992,negative
5375,positive,0.74,49364,positive
5376,positive,0.87,35708,positive
5377,positive,0.643,9252,positive
5378,positive,0.74,33123,positive
5379,positive,0.43,23852,positive
5380,positive,0.62,2967,positive
5381,positive,0.68,36077,positive
5382,positive,0.81,68562,positive
5383,positive,0.97,12877,positive
5384,positive,0.67,62340,positive
5385,negative,0.45,32284,negative
5386,positive,0.52,72433,positive
5387,positive,0.53,13752,positive
5388,negative,0.74,58132,negative
5389,positive,0.63,49164,positive
5390,positive,0.82,60470,positive
5391,negative,0.56,37493,negative
5392,positive,0.63,69021,positive
5393,negative,0.58,29205,negative
5394,positive,0.43,33133,positive
5395,positive,0.54,54734,positive
5396,positive,0.64,47294,positive
5397,positive,0.72,68999,positive
5398,positive,0.51,50594,positive
5399,positive,0.91,6630,positive
5400,positive,0.56,25060,positive
5401,negative,0.48,33585,negative
5402,negative,0.37,23953,negative
5403,positive,0.48,41377,positive
5404,positive,0.67,851,positive
5405,positive,0.55,9024,positive
5406,positive,0.85,23552,positive
5407,positive,0.68,54024,positive
5408,positive,0.582,8892,positive
5409,negative,0.49,32338,negative
5410,positive,0.5,1513,positive
5411,positive,0.91,69556,positive
5412,negative,0.51,29061,negative
5413,positive,0.73,70357,positive
5414,positive,0.73,62754,positive
5415,negative,0.47,66182,negative
5416,positive,0.81,70177,positive
5417,positive,0.85,2596,positive
5418,positive,0.609,32851,positive
5419,positive,0.83,12810,positive
5420,positive,0.71,25793,positive
5421,positive,0.37,70430,positive
5422,positive,0.74,31180,positive
5423,negative,0.42,59318,negative
5424,positive,0.77,28876,positive
5425,positive,0.59,45309,positive
5426,positive,0.65,12341,positive
5427,positive,0.53,57935,positive
5428,negative,0.83,30667,negative
5429,negative,0.68,26994,negative
5430,positive,0.86,34371,positive
5431,positive,0.7,37608,positive
5432,positive,0.93,60446,positive
5433,positive,0.77,69749,positive
5434,negative,0.38,6451,negative
5435,negative,0.68,29808,negative
5436,positive,0.75,42997,positive
5437,positive,0.5,3486,positive
5438,positive,0.44,68447,positive
5439,positive,0.51,25186,positive
5440,positive,0.96,43166,positive
5441,positive,0.82,44426,positive
5442,positive,0.63,70322,positive
5443,positive,0.84,69734,positive
5444,negative,0.708,7394,negative
5445,positive,0.59,9934,positive
5446,positive,0.35,39277,positive
5447,positive,0.51,70857,positive
5448,negative,0.74,31709,negative
5449,positive,0.4,39844,positive
5450,positive,0.55,36885,positive
5451,positive,0.58,25225,positive
5452,positive,0.47,42342,positive
5453,negative,0.63,57468,negative
5454,positive,0.76,69183,positive
5455,positive,0.7,60038,positive
5456,negative,0.56,52871,negative
5457,positive,0.76,62266,positive
5458,positive,0.42,9807,positive
5459,positive,0.73,11326,positive
5460,positive,0.91,53302,positive
5461,positive,0.72,68497,positive
5462,positive,0.48,20032,positive
5463,positive,0.51,50243,positive
5464,positive,0.44,64647,positive
5465,positive,0.93,63662,positive
5466,positive,0.72,18019,positive
5467,positive,0.97,4313,positive
5468,positive,0.45,51974,positive
5469,negative,0.64,52350,negative
5470,positive,0.79,54189,positive
5471,positive,0.72,54147,positive
5472,positive,0.49,11760,positive
5473,positive,0.72,41893,positive
5474,negative,0.77,22242,negative
5475,positive,0.53,58483,positive
5476,negative,0.45,32137,negative
5477,positive,0.65,55099,positive
5478,positive,0.6,64037,positive
5479,negative,0.8,68112,negative
5480,positive,0.44,62744,positive
5481,positive,0.76,52382,positive
5482,positive,0.85,61103,positive
5483,positive,0.51,3312,positive
5484,positive,0.83,36171,positive
5485,positive,0.89,43129,positive
5486,positive,0.58,36733,positive
5487,positive,0.53,61184,positive
5488,positive,0.61,7958,positive
5489,positive,0.85,69010,positive
5490,positive,0.52,67552,positive
5491,negative,0.56,9477,negative
5492,negative,0.51,35657,negative
5493,negative,0.77,67225,negative
5494,positive,0.89,22324,positive
5495,positive,0.56,47366,positive
5496,negative,0.64,16826,negative
5497,positive,0.77,43652,positive
5498,positive,0.42,38988,positive
5499,positive,0.74,70385,positive
5500,positive,0.63,33354,positive
5501,positive,0.54,48535,positive
5502,positive,0.7,31853,positive
5503,positive,0.66,8585,positive
5504,negative,0.58,68990,negative
5505,positive,0.8,7771,positive
5506,positive,0.52,14540,positive
5507,positive,0.7,47313,positive
5508,positive,0.65,21107,positive
5509,positive,0.51,49775,positive
5510,neutral,0.37,20373,neutral
5511,positive,0.56,70759,positive
5512,positive,0.72,63069,positive
5513,positive,0.38,46424,positive
5514,positive,0.67,60921,positive
5515,positive,0.51,19961,positive
5516,positive,0.89,9412,positive
5517,positive,0.51,71917,positive
5518,positive,0.85,11149,positive
5519,positive,0.65,65190,positive
5520,positive,0.81,55407,positive
5521,positive,0.57,22850,positive
5522,positive,0.67,56903,positive
5523,positive,0.5,50273,positive
5524,positive,0.51,15902,positive
5525,positive,0.96,36335,positive
5526,positive,0.56,46235,positive
5527,positive,0.76,72143,positive
5528,positive,0.65,3182,positive
5529,negative,0.43,43946,negative
5530,positive,0.9,26434,positive
5531,positive,0.74,42804,positive
5532,negative,0.73,12750,negative
5533,positive,0.56,8710,positive
5534,negative,0.39,44495,negative
5535,positive,0.47,60296,positive
5536,positive,0.68,62374,positive
5537,positive,0.7,445,positive
5538,positive,0.81,57878,positive
5539,positive,0.863,71052,positive
5540,positive,0.68,56129,positive
5541,positive,0.59,25963,positive
5542,negative,0.76,8677,negative
5543,positive,0.77,37350,positive
5544,negative,0.61,57567,negative
5545,positive,0.57,35485,positive
5546,positive,0.61,12176,positive
5547,positive,0.54,41364,positive
5548,negative,0.44,9841,negative
5549,positive,0.53,14379,positive
