=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_train
Instances:    40000
Attributes:   658
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 751.52 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
25513,1:negative,1:negative,,0.86
25514,2:positive,2:positive,,0.82
25515,2:positive,2:positive,,0.96
25516,1:negative,1:negative,,0.76
25517,2:positive,2:positive,,0.9
25518,2:positive,2:positive,,0.96
25519,1:negative,1:negative,,0.82
25520,2:positive,2:positive,,0.95
25521,3:neutral,3:neutral,,0.62
25522,1:negative,1:negative,,0.9
25523,2:positive,2:positive,,0.94
25524,2:positive,2:positive,,0.87
25525,2:positive,2:positive,,0.96
25526,2:positive,2:positive,,0.74
25527,1:negative,1:negative,,0.76
25528,3:neutral,3:neutral,,0.7
25529,2:positive,2:positive,,0.77
25530,2:positive,2:positive,,0.8
25531,2:positive,2:positive,,0.96
25532,1:negative,1:negative,,0.87
25533,2:positive,2:positive,,0.79
25534,2:positive,2:positive,,0.92
25535,1:negative,1:negative,,0.77
25536,2:positive,2:positive,,0.93
25537,2:positive,2:positive,,0.9
25538,2:positive,2:positive,,0.98
25539,2:positive,2:positive,,0.91
25540,1:negative,1:negative,,0.85
25541,2:positive,2:positive,,0.97
25542,3:neutral,3:neutral,,0.71
25543,2:positive,2:positive,,0.91
25544,2:positive,2:positive,,0.91
25545,2:positive,2:positive,,0.89
25546,1:negative,1:negative,,0.86
25547,1:negative,1:negative,,0.88
25548,2:positive,2:positive,,0.97
25549,1:negative,1:negative,,0.79
25550,2:positive,2:positive,,0.95
25551,1:negative,1:negative,,0.72
25552,1:negative,1:negative,,0.72
25553,2:positive,2:positive,,0.87
25554,3:neutral,3:neutral,,0.73
25555,2:positive,2:positive,,0.91
25556,3:neutral,3:neutral,,0.78
25557,2:positive,2:positive,,0.9
25558,3:neutral,3:neutral,,0.7
25559,2:positive,2:positive,,0.82
25560,2:positive,2:positive,,0.96
25561,2:positive,2:positive,,0.97
25562,1:negative,1:negative,,0.83
25563,2:positive,2:positive,,0.88
25564,2:positive,2:positive,,0.89
25565,2:positive,2:positive,,0.81
25566,2:positive,2:positive,,0.78
25567,2:positive,2:positive,,0.88
25568,1:negative,1:negative,,0.79
25569,2:positive,2:positive,,0.83
25570,2:positive,2:positive,,0.95
25571,2:positive,2:positive,,0.74
25572,3:neutral,3:neutral,,0.73
25573,2:positive,2:positive,,0.89
25574,2:positive,2:positive,,0.93
25575,2:positive,2:positive,,0.75
25576,1:negative,1:negative,,0.667
25577,3:neutral,3:neutral,,0.7
25578,2:positive,2:positive,,0.78
25579,2:positive,2:positive,,0.86
25580,3:neutral,3:neutral,,0.71
25581,2:positive,2:positive,,0.94
25582,3:neutral,3:neutral,,0.8
25583,2:positive,2:positive,,0.8
25584,2:positive,2:positive,,0.96
25585,2:positive,2:positive,,0.97
25586,2:positive,2:positive,,0.8
25587,1:negative,1:negative,,0.78
25588,2:positive,2:positive,,0.87
25589,1:negative,1:negative,,0.67
25590,3:neutral,3:neutral,,0.7
25591,1:negative,1:negative,,0.82
25592,2:positive,2:positive,,0.78
25593,2:positive,2:positive,,0.921
25594,1:negative,1:negative,,0.71
25595,2:positive,2:positive,,0.81
25596,1:negative,1:negative,,0.8
25597,1:negative,1:negative,,0.71
25598,1:negative,1:negative,,0.86
25599,1:negative,1:negative,,0.83
25600,3:neutral,3:neutral,,0.71
25601,2:positive,2:positive,,0.95
25602,3:neutral,3:neutral,,0.73
25603,2:positive,2:positive,,0.73
25604,2:positive,2:positive,,0.94
25605,3:neutral,3:neutral,,0.66
25606,2:positive,2:positive,,0.92
25607,1:negative,1:negative,,0.77
25608,1:negative,1:negative,,0.84
25609,3:neutral,3:neutral,,0.73
25610,2:positive,2:positive,,0.87
25611,2:positive,2:positive,,0.79
25612,2:positive,2:positive,,0.91
25613,2:positive,2:positive,,0.87
25614,2:positive,2:positive,,0.89
25615,1:negative,1:negative,,0.74
25616,2:positive,2:positive,,0.83
25617,1:negative,1:negative,,0.98
25618,2:positive,2:positive,,0.96
25619,1:negative,1:negative,,0.77
25620,2:positive,2:positive,,0.89
25621,2:positive,2:positive,,0.94
25622,2:positive,2:positive,,0.9
25623,2:positive,2:positive,,0.91
25624,1:negative,1:negative,,0.88
25625,2:positive,2:positive,,0.83
25626,2:positive,2:positive,,0.93
25627,2:positive,2:positive,,0.95
25628,2:positive,2:positive,,0.78
25629,1:negative,1:negative,,0.9
25630,2:positive,2:positive,,0.74
25631,2:positive,2:positive,,0.91
25632,2:positive,2:positive,,0.86
25633,1:negative,1:negative,,0.91
25634,2:positive,2:positive,,0.8
25635,2:positive,2:positive,,0.83
25636,2:positive,2:positive,,0.98
25637,2:positive,2:positive,,0.76
25638,2:positive,2:positive,,0.78
25639,1:negative,1:negative,,0.95
25640,3:neutral,3:neutral,,0.72
25641,2:positive,2:positive,,0.95
25642,3:neutral,3:neutral,,0.75
25643,3:neutral,3:neutral,,0.76
25644,1:negative,1:negative,,0.81
25645,3:neutral,3:neutral,,0.75
25646,2:positive,2:positive,,0.92
25647,2:positive,2:positive,,0.89
25648,1:negative,1:negative,,0.91
25649,3:neutral,3:neutral,,0.69
25650,2:positive,2:positive,,0.75
25651,1:negative,1:negative,,0.85
25652,2:positive,2:positive,,0.83
25653,2:positive,2:positive,,0.88
25654,3:neutral,3:neutral,,0.7
25655,1:negative,1:negative,,0.66
25656,1:negative,1:negative,,0.78
25657,2:positive,2:positive,,0.9
25658,3:neutral,3:neutral,,0.72
25659,2:positive,2:positive,,0.88
25660,2:positive,2:positive,,0.82
25661,2:positive,2:positive,,0.96
25662,2:positive,2:positive,,0.81
25663,1:negative,1:negative,,0.77
25664,1:negative,1:negative,,0.942
25665,2:positive,2:positive,,0.82
25666,2:positive,2:positive,,0.74
25667,3:neutral,3:neutral,,0.66
25668,1:negative,1:negative,,0.94
25669,3:neutral,3:neutral,,0.74
25670,3:neutral,3:neutral,,0.68
25671,2:positive,2:positive,,0.76
25672,1:negative,1:negative,,0.77
25673,1:negative,1:negative,,0.81
25674,2:positive,2:positive,,0.74
25675,1:negative,1:negative,,0.87
25676,2:positive,2:positive,,0.82
25677,2:positive,2:positive,,0.87
25678,3:neutral,3:neutral,,0.78
25679,1:negative,1:negative,,0.93
25680,2:positive,2:positive,,0.97
25681,1:negative,1:negative,,0.72
25682,2:positive,2:positive,,0.9
25683,3:neutral,3:neutral,,0.74
25684,2:positive,2:positive,,0.86
25685,3:neutral,3:neutral,,0.67
25686,2:positive,2:positive,,0.98
25687,2:positive,2:positive,,0.94
25688,2:positive,2:positive,,0.95
25689,1:negative,1:negative,,0.75
25690,1:negative,1:negative,,0.92
25691,2:positive,2:positive,,0.609
25692,2:positive,2:positive,,0.86
25693,1:negative,1:negative,,0.81
25694,1:negative,1:negative,,0.77
25695,3:neutral,3:neutral,,0.7
25696,1:negative,1:negative,,0.8
25697,1:negative,1:negative,,0.82
25698,2:positive,2:positive,,0.76
25699,2:positive,2:positive,,1
25700,2:positive,2:positive,,0.86
25701,2:positive,2:positive,,0.84
25702,1:negative,1:negative,,0.76
25703,2:positive,2:positive,,0.91
25704,2:positive,2:positive,,0.79
25705,2:positive,2:positive,,0.91
25706,1:negative,1:negative,,0.72
25707,2:positive,2:positive,,0.93
25708,1:negative,1:negative,,0.86
25709,2:positive,2:positive,,0.92
25710,2:positive,2:positive,,0.8
25711,2:positive,2:positive,,0.9
25712,1:negative,1:negative,,0.74
25713,2:positive,2:positive,,0.89
25714,3:neutral,3:neutral,,0.74
25715,2:positive,2:positive,,0.88
25716,2:positive,2:positive,,0.91
25717,2:positive,2:positive,,0.9
25718,1:negative,1:negative,,0.84
25719,1:negative,1:negative,,0.73
25720,2:positive,2:positive,,0.82
25721,2:positive,2:positive,,0.87
25722,2:positive,2:positive,,0.95
25723,3:neutral,3:neutral,,0.71
25724,2:positive,2:positive,,0.96
25725,1:negative,1:negative,,0.76
25726,1:negative,1:negative,,0.76
25727,3:neutral,3:neutral,,0.68
25728,3:neutral,3:neutral,,0.79
25729,2:positive,2:positive,,0.96
25730,1:negative,1:negative,,0.7
25731,2:positive,2:positive,,0.98
25732,2:positive,2:positive,,0.87
25733,2:positive,2:positive,,0.95
25734,3:neutral,3:neutral,,0.75
25735,2:positive,2:positive,,0.7
25736,2:positive,2:positive,,0.72
25737,2:positive,2:positive,,0.91
25738,2:positive,2:positive,,0.93
25739,3:neutral,3:neutral,,0.76
25740,1:negative,1:negative,,0.73
25741,1:negative,1:negative,,0.91
25742,3:neutral,3:neutral,,0.69
25743,1:negative,1:negative,,0.88
25744,2:positive,2:positive,,0.93
25745,2:positive,2:positive,,0.91
25746,3:neutral,3:neutral,,0.67
25747,1:negative,1:negative,,0.89
25748,2:positive,2:positive,,0.92
25749,3:neutral,3:neutral,,0.65
25750,1:negative,1:negative,,0.86
25751,1:negative,1:negative,,0.87
25752,2:positive,2:positive,,0.86
25753,1:negative,1:negative,,0.72
25754,1:negative,2:positive,+,0.609
25755,2:positive,2:positive,,0.78
25756,2:positive,2:positive,,0.87
25757,3:neutral,3:neutral,,0.72
25758,3:neutral,3:neutral,,0.71
25759,1:negative,1:negative,,0.88
25760,2:positive,2:positive,,0.8
25761,3:neutral,3:neutral,,0.73
25762,1:negative,1:negative,,0.94
25763,3:neutral,3:neutral,,0.7
25764,1:negative,1:negative,,0.99
25765,2:positive,2:positive,,0.95
25766,1:negative,1:negative,,0.75
25767,3:neutral,3:neutral,,0.62
25768,2:positive,2:positive,,0.92
25769,2:positive,2:positive,,0.96
25770,2:positive,2:positive,,0.98
25771,1:negative,1:negative,,0.72
25772,3:neutral,3:neutral,,0.78
25773,2:positive,2:positive,,0.87
25774,1:negative,1:negative,,0.81
25775,1:negative,1:negative,,0.93
25776,2:positive,2:positive,,0.94
25777,2:positive,2:positive,,0.87
25778,2:positive,2:positive,,0.82
25779,3:neutral,3:neutral,,0.71
25780,2:positive,2:positive,,0.93
25781,2:positive,2:positive,,0.98
25782,3:neutral,3:neutral,,0.68
25783,2:positive,2:positive,,0.97
25784,2:positive,2:positive,,0.92
25785,2:positive,2:positive,,0.86
25786,3:neutral,3:neutral,,0.7
25787,2:positive,2:positive,,0.95
25788,1:negative,1:negative,,0.72
25789,1:negative,1:negative,,0.87
25790,2:positive,2:positive,,0.93
25791,1:negative,1:negative,,0.87
25792,2:positive,2:positive,,0.97
25793,2:positive,2:positive,,0.98
25794,1:negative,1:negative,,0.76
25795,3:neutral,3:neutral,,0.75
25796,2:positive,2:positive,,0.85
25797,1:negative,1:negative,,0.79
25798,1:negative,1:negative,,0.66
25799,1:negative,1:negative,,0.89
25800,3:neutral,3:neutral,,0.65
25801,1:negative,1:negative,,0.85
25802,3:neutral,3:neutral,,0.62
25803,2:positive,2:positive,,0.92
25804,3:neutral,3:neutral,,0.61
25805,2:positive,2:positive,,0.89
25806,3:neutral,3:neutral,,0.76
25807,1:negative,1:negative,,0.78
25808,2:positive,2:positive,,0.76
25809,2:positive,2:positive,,0.79
25810,2:positive,2:positive,,0.96
25811,3:neutral,3:neutral,,0.7
25812,2:positive,2:positive,,0.96
25813,1:negative,1:negative,,0.75
25814,1:negative,1:negative,,0.91
25815,2:positive,2:positive,,0.82
25816,2:positive,2:positive,,0.92
25817,2:positive,2:positive,,0.97
25818,3:neutral,3:neutral,,0.72
25819,2:positive,2:positive,,0.93
25820,1:negative,1:negative,,0.79
25821,3:neutral,3:neutral,,0.79
25822,2:positive,2:positive,,0.87
25823,3:neutral,3:neutral,,0.76
25824,2:positive,2:positive,,0.92
25825,2:positive,2:positive,,0.97
25826,1:negative,1:negative,,0.84
25827,3:neutral,3:neutral,,0.69
25828,1:negative,1:negative,,0.9
25829,3:neutral,3:neutral,,0.72
25830,3:neutral,3:neutral,,0.73
25831,2:positive,2:positive,,0.84
25832,2:positive,2:positive,,0.85
25833,2:positive,2:positive,,1
25834,1:negative,1:negative,,0.75
25835,2:positive,2:positive,,0.87
25836,1:negative,1:negative,,0.83
25837,1:negative,1:negative,,0.7
25838,3:neutral,3:neutral,,0.72
25839,2:positive,2:positive,,0.86
25840,3:neutral,3:neutral,,0.82
25841,2:positive,2:positive,,0.89
25842,3:neutral,3:neutral,,0.65
25843,2:positive,2:positive,,0.84
25844,2:positive,2:positive,,0.93
25845,2:positive,2:positive,,0.94
25846,2:positive,2:positive,,0.91
25847,1:negative,1:negative,,0.75
25848,3:neutral,3:neutral,,0.79
25849,1:negative,1:negative,,0.91
25850,2:positive,2:positive,,0.91
25851,2:positive,2:positive,,0.9
25852,2:positive,2:positive,,0.84
25853,2:positive,2:positive,,0.88
25854,2:positive,2:positive,,0.88
25855,2:positive,2:positive,,0.84
25856,2:positive,2:positive,,0.92
25857,1:negative,1:negative,,0.92
25858,1:negative,1:negative,,0.84
25859,1:negative,1:negative,,0.8
25860,3:neutral,3:neutral,,0.75
25861,2:positive,2:positive,,0.73
25862,1:negative,1:negative,,0.93
25863,2:positive,2:positive,,0.94
25864,1:negative,1:negative,,0.89
25865,2:positive,2:positive,,0.92
25866,2:positive,2:positive,,0.93
25867,1:negative,1:negative,,0.77
25868,1:negative,1:negative,,0.87
25869,3:neutral,3:neutral,,0.66
25870,2:positive,2:positive,,0.91
25871,2:positive,2:positive,,0.92
25872,1:negative,1:negative,,0.74
25873,2:positive,2:positive,,0.93
25874,1:negative,1:negative,,0.73
25875,2:positive,2:positive,,0.98
25876,2:positive,2:positive,,0.78
25877,2:positive,2:positive,,0.9
25878,3:neutral,3:neutral,,0.59
25879,2:positive,2:positive,,0.99
25880,2:positive,2:positive,,0.9
25881,2:positive,2:positive,,0.8
25882,1:negative,1:negative,,0.72
25883,2:positive,2:positive,,0.94
25884,2:positive,2:positive,,0.74
25885,1:negative,1:negative,,0.87
25886,2:positive,2:positive,,0.85
25887,3:neutral,3:neutral,,0.69
25888,1:negative,1:negative,,0.89
25889,2:positive,2:positive,,0.91
25890,1:negative,1:negative,,0.71
25891,2:positive,2:positive,,0.85
25892,3:neutral,3:neutral,,0.74
25893,2:positive,2:positive,,0.85
25894,1:negative,1:negative,,0.86
25895,2:positive,2:positive,,0.92
25896,2:positive,2:positive,,0.99
25897,1:negative,1:negative,,0.91
25898,1:negative,1:negative,,0.78
25899,2:positive,2:positive,,0.87
25900,2:positive,2:positive,,0.88
25901,2:positive,2:positive,,0.96
25902,3:neutral,2:positive,+,0.609
25903,2:positive,2:positive,,0.83
25904,2:positive,2:positive,,0.87
25905,1:negative,1:negative,,0.9
25906,2:positive,2:positive,,0.98
25907,2:positive,2:positive,,0.87
25908,2:positive,2:positive,,0.87
25909,1:negative,1:negative,,0.74
25910,1:negative,1:negative,,0.89
25911,2:positive,2:positive,,0.93
25912,1:negative,1:negative,,0.87
25913,2:positive,2:positive,,0.91
25914,2:positive,2:positive,,0.96
25915,2:positive,2:positive,,0.8
25916,1:negative,1:negative,,0.86
25917,3:neutral,3:neutral,,0.72
25918,3:neutral,3:neutral,,0.7
25919,1:negative,1:negative,,0.74
25920,2:positive,2:positive,,0.81
25921,2:positive,2:positive,,0.86
25922,2:positive,2:positive,,0.87
25923,2:positive,2:positive,,0.9
25924,2:positive,2:positive,,0.94
25925,1:negative,1:negative,,0.66
25926,2:positive,2:positive,,0.96
25927,1:negative,1:negative,,0.63
25928,2:positive,2:positive,,0.9
25929,2:positive,2:positive,,0.99
25930,2:positive,2:positive,,0.92
25931,2:positive,2:positive,,0.92
25932,2:positive,2:positive,,0.98
25933,2:positive,2:positive,,0.87
25934,2:positive,2:positive,,0.77
25935,2:positive,2:positive,,0.9
25936,2:positive,2:positive,,0.86
25937,1:negative,1:negative,,0.69
25938,1:negative,1:negative,,0.9
25939,2:positive,2:positive,,0.93
25940,2:positive,2:positive,,0.94
25941,1:negative,1:negative,,0.72
25942,1:negative,1:negative,,0.88
25943,2:positive,2:positive,,0.87
25944,2:positive,2:positive,,0.82
25945,2:positive,2:positive,,0.93
25946,2:positive,2:positive,,0.93
25947,1:negative,1:negative,,0.84
25948,2:positive,2:positive,,0.92
25949,2:positive,2:positive,,0.89
25950,1:negative,1:negative,,0.77
25951,2:positive,2:positive,,0.74
25952,1:negative,1:negative,,0.8
25953,2:positive,2:positive,,0.94
25954,2:positive,2:positive,,0.81
25955,2:positive,2:positive,,0.94
25956,2:positive,2:positive,,0.94
25957,2:positive,2:positive,,0.86
25958,3:neutral,3:neutral,,0.76
25959,3:neutral,3:neutral,,0.61
25960,2:positive,2:positive,,0.63
25961,1:negative,1:negative,,0.92
25962,2:positive,2:positive,,0.87
25963,2:positive,2:positive,,0.91
25964,3:neutral,3:neutral,,0.64
25965,2:positive,2:positive,,0.95
25966,2:positive,2:positive,,0.94
25967,1:negative,1:negative,,0.88
25968,1:negative,1:negative,,0.73
25969,1:negative,1:negative,,0.78
25970,2:positive,2:positive,,0.72
25971,2:positive,2:positive,,0.87
25972,2:positive,2:positive,,0.75
25973,2:positive,2:positive,,0.89
25974,1:negative,1:negative,,0.9
25975,3:neutral,3:neutral,,0.66
25976,2:positive,2:positive,,0.88
25977,3:neutral,3:neutral,,0.78
25978,2:positive,2:positive,,0.92
25979,2:positive,2:positive,,0.86
25980,3:neutral,3:neutral,,0.72
25981,3:neutral,3:neutral,,0.75
25982,1:negative,1:negative,,0.81
25983,1:negative,1:negative,,0.715
25984,3:neutral,3:neutral,,0.68
25985,2:positive,2:positive,,0.92
25986,2:positive,2:positive,,0.8
25987,1:negative,1:negative,,0.88
25988,1:negative,1:negative,,0.7
25989,3:neutral,3:neutral,,0.67
25990,1:negative,1:negative,,0.9
25991,3:neutral,3:neutral,,0.72
25992,2:positive,2:positive,,0.96
25993,1:negative,1:negative,,0.88
25994,2:positive,2:positive,,0.94
25995,1:negative,1:negative,,0.88
25996,2:positive,2:positive,,0.98
25997,1:negative,1:negative,,0.84
25998,2:positive,2:positive,,0.95
25999,2:positive,2:positive,,0.93
26000,1:negative,1:negative,,0.73
26001,1:negative,1:negative,,0.752
26002,3:neutral,3:neutral,,0.66
26003,3:neutral,3:neutral,,0.74
26004,1:negative,1:negative,,0.85
26005,3:neutral,3:neutral,,0.67
26006,1:negative,1:negative,,0.83
26007,2:positive,2:positive,,0.83
26008,2:positive,2:positive,,0.85
26009,1:negative,1:negative,,0.76
26010,3:neutral,3:neutral,,0.68
26011,1:negative,1:negative,,0.8
26012,1:negative,1:negative,,0.92
26013,2:positive,2:positive,,0.88
26014,2:positive,2:positive,,0.95
26015,2:positive,2:positive,,0.8
26016,3:neutral,3:neutral,,0.72
26017,1:negative,1:negative,,0.76
26018,2:positive,2:positive,,0.81
26019,3:neutral,3:neutral,,0.67
26020,1:negative,1:negative,,0.83
26021,1:negative,1:negative,,0.88
26022,3:neutral,3:neutral,,0.72
26023,1:negative,1:negative,,0.86
26024,2:positive,2:positive,,0.8
26025,2:positive,2:positive,,0.9
26026,2:positive,2:positive,,0.75
26027,2:positive,2:positive,,0.75
26028,3:neutral,3:neutral,,0.77
26029,2:positive,2:positive,,0.93
26030,1:negative,1:negative,,0.96
26031,1:negative,1:negative,,0.76
26032,3:neutral,3:neutral,,0.72
26033,1:negative,1:negative,,0.83
26034,2:positive,2:positive,,0.93
26035,2:positive,2:positive,,0.76
26036,1:negative,1:negative,,0.95
26037,3:neutral,3:neutral,,0.7
26038,3:neutral,3:neutral,,0.71
26039,3:neutral,3:neutral,,0.722
26040,2:positive,2:positive,,0.82
26041,3:neutral,3:neutral,,0.64
26042,1:negative,1:negative,,0.82
26043,2:positive,2:positive,,0.94
26044,2:positive,2:positive,,0.86
26045,2:positive,2:positive,,1
26046,2:positive,2:positive,,0.78
26047,2:positive,2:positive,,0.79
26048,1:negative,1:negative,,0.88
26049,1:negative,1:negative,,0.79
26050,3:neutral,3:neutral,,0.75
26051,1:negative,1:negative,,0.86
26052,2:positive,2:positive,,0.85
26053,1:negative,1:negative,,0.88
26054,1:negative,1:negative,,0.73
26055,3:neutral,3:neutral,,0.82
26056,2:positive,2:positive,,0.86
26057,2:positive,2:positive,,0.97
26058,1:negative,1:negative,,0.85
26059,1:negative,1:negative,,0.85
26060,1:negative,1:negative,,0.89
26061,3:neutral,3:neutral,,0.66
26062,2:positive,2:positive,,0.93
26063,2:positive,2:positive,,0.94
26064,1:negative,1:negative,,0.92
26065,2:positive,2:positive,,0.95
26066,1:negative,1:negative,,0.72
26067,3:neutral,3:neutral,,0.71
26068,2:positive,2:positive,,0.81
26069,1:negative,1:negative,,0.8
26070,2:positive,2:positive,,0.7
26071,1:negative,1:negative,,0.8
26072,2:positive,2:positive,,0.83
26073,2:positive,2:positive,,0.91
26074,3:neutral,3:neutral,,0.76
26075,2:positive,2:positive,,0.99
26076,3:neutral,3:neutral,,0.72
26077,1:negative,1:negative,,0.82
26078,2:positive,2:positive,,0.82
26079,3:neutral,3:neutral,,0.65
26080,1:negative,1:negative,,0.92
26081,2:positive,2:positive,,0.8
26082,3:neutral,3:neutral,,0.73
26083,2:positive,2:positive,,0.97
26084,2:positive,2:positive,,0.92
26085,1:negative,1:negative,,0.93
26086,1:negative,1:negative,,0.84
26087,1:negative,1:negative,,0.78
26088,2:positive,2:positive,,0.85
26089,2:positive,2:positive,,0.93
26090,2:positive,2:positive,,0.83
26091,3:neutral,3:neutral,,0.68
26092,3:neutral,3:neutral,,0.71
26093,1:negative,1:negative,,0.75
26094,1:negative,1:negative,,0.9
26095,2:positive,2:positive,,0.8
26096,2:positive,2:positive,,0.95
26097,2:positive,2:positive,,0.87
26098,3:neutral,3:neutral,,0.68
26099,2:positive,2:positive,,0.96
26100,2:positive,2:positive,,0.956
26101,3:neutral,3:neutral,,0.62
26102,2:positive,2:positive,,0.89
26103,1:negative,1:negative,,0.84
26104,2:positive,2:positive,,0.8
26105,3:neutral,3:neutral,,0.83
26106,2:positive,2:positive,,0.82
26107,2:positive,2:positive,,0.86
26108,2:positive,2:positive,,0.86
26109,2:positive,2:positive,,0.83
26110,2:positive,2:positive,,0.85
26111,2:positive,2:positive,,0.93
26112,1:negative,1:negative,,0.94
26113,2:positive,2:positive,,0.9
26114,3:neutral,3:neutral,,0.66
26115,2:positive,2:positive,,0.81
26116,2:positive,2:positive,,0.86
26117,2:positive,2:positive,,0.97
26118,2:positive,2:positive,,0.93
26119,1:negative,1:negative,,0.81
26120,2:positive,2:positive,,0.83
26121,2:positive,2:positive,,0.82
26122,2:positive,2:positive,,0.87
26123,1:negative,1:negative,,0.86
26124,2:positive,2:positive,,0.89
26125,3:neutral,3:neutral,,0.66
26126,3:neutral,3:neutral,,0.7
26127,2:positive,2:positive,,0.97
26128,3:neutral,3:neutral,,0.73
26129,2:positive,2:positive,,0.88
26130,2:positive,2:positive,,0.85
26131,1:negative,1:negative,,0.82
26132,2:positive,2:positive,,0.81
26133,2:positive,2:positive,,0.92
26134,2:positive,2:positive,,1
26135,1:negative,1:negative,,0.92
26136,2:positive,2:positive,,0.81
26137,3:neutral,3:neutral,,0.69
26138,2:positive,2:positive,,0.93
26139,2:positive,2:positive,,0.88
26140,1:negative,1:negative,,0.73
26141,1:negative,1:negative,,0.87
26142,2:positive,2:positive,,0.731
26143,2:positive,2:positive,,0.79
26144,1:negative,1:negative,,0.94
26145,1:negative,1:negative,,0.9
26146,1:negative,1:negative,,0.91
26147,2:positive,2:positive,,0.88
26148,2:positive,2:positive,,0.93
26149,2:positive,2:positive,,0.78
26150,2:positive,2:positive,,0.88
26151,2:positive,2:positive,,0.92
26152,3:neutral,3:neutral,,0.67
26153,3:neutral,3:neutral,,0.75
26154,1:negative,1:negative,,0.91
26155,2:positive,2:positive,,0.9
26156,2:positive,2:positive,,0.88
26157,2:positive,2:positive,,0.91
26158,3:neutral,3:neutral,,0.69
26159,2:positive,2:positive,,0.95
26160,1:negative,1:negative,,0.78
26161,1:negative,1:negative,,0.87
26162,3:neutral,3:neutral,,0.69
26163,1:negative,1:negative,,0.86
26164,3:neutral,3:neutral,,0.71
26165,3:neutral,3:neutral,,0.75
26166,3:neutral,3:neutral,,0.73
26167,2:positive,2:positive,,0.94
26168,2:positive,2:positive,,0.97
26169,1:negative,1:negative,,0.72
26170,2:positive,2:positive,,0.89
26171,1:negative,1:negative,,0.83
26172,3:neutral,3:neutral,,0.71
26173,1:negative,1:negative,,0.94
26174,1:negative,1:negative,,0.97
26175,2:positive,2:positive,,0.78
26176,1:negative,1:negative,,0.9
26177,2:positive,2:positive,,0.9
26178,2:positive,2:positive,,0.93
26179,1:negative,1:negative,,0.9
26180,1:negative,1:negative,,0.77
26181,3:neutral,3:neutral,,0.64
26182,2:positive,2:positive,,0.87
26183,3:neutral,3:neutral,,0.75
26184,1:negative,1:negative,,0.81
26185,1:negative,1:negative,,0.85
26186,1:negative,1:negative,,0.81
26187,3:neutral,3:neutral,,0.66
26188,2:positive,2:positive,,0.88
26189,1:negative,1:negative,,0.7
26190,2:positive,2:positive,,0.96
26191,1:negative,1:negative,,0.91
26192,2:positive,2:positive,,1
26193,2:positive,2:positive,,0.92
26194,1:negative,1:negative,,0.77
26195,2:positive,2:positive,,0.77
26196,2:positive,2:positive,,0.87
26197,1:negative,1:negative,,0.77
26198,3:neutral,3:neutral,,0.72
26199,2:positive,2:positive,,0.8
26200,2:positive,2:positive,,0.94
26201,3:neutral,3:neutral,,0.74
26202,1:negative,1:negative,,0.69
26203,2:positive,2:positive,,0.82
26204,2:positive,2:positive,,0.79
26205,1:negative,1:negative,,0.91
26206,1:negative,1:negative,,0.76
26207,1:negative,1:negative,,0.89
26208,1:negative,1:negative,,0.77
26209,2:positive,2:positive,,0.82
26210,2:positive,2:positive,,0.75
26211,2:positive,2:positive,,0.93
26212,2:positive,2:positive,,0.91
26213,2:positive,2:positive,,0.91
26214,2:positive,2:positive,,0.72
26215,1:negative,1:negative,,0.76
26216,2:positive,2:positive,,0.87
26217,2:positive,2:positive,,0.94
26218,1:negative,1:negative,,0.7
26219,2:positive,2:positive,,0.83
26220,2:positive,2:positive,,0.87
26221,2:positive,2:positive,,0.88
26222,2:positive,2:positive,,0.83
26223,1:negative,1:negative,,0.88
26224,2:positive,2:positive,,0.89
26225,3:neutral,3:neutral,,0.79
26226,1:negative,1:negative,,0.76
26227,3:neutral,3:neutral,,0.75
26228,2:positive,2:positive,,0.816
26229,2:positive,2:positive,,0.93
26230,2:positive,2:positive,,0.78
26231,2:positive,2:positive,,0.94
26232,2:positive,2:positive,,0.95
26233,1:negative,1:negative,,0.96
26234,2:positive,2:positive,,0.86
26235,1:negative,1:negative,,0.9
26236,1:negative,1:negative,,0.67
26237,2:positive,2:positive,,0.88
26238,2:positive,2:positive,,0.87
26239,3:neutral,3:neutral,,0.67
26240,2:positive,2:positive,,0.84
26241,1:negative,1:negative,,0.82
26242,2:positive,2:positive,,0.89
26243,2:positive,2:positive,,0.98
26244,2:positive,2:positive,,0.88
26245,3:neutral,3:neutral,,0.73
26246,2:positive,2:positive,,0.99
26247,1:negative,1:negative,,0.69
26248,2:positive,2:positive,,0.76
26249,2:positive,2:positive,,0.86
26250,3:neutral,3:neutral,,0.68
26251,3:neutral,3:neutral,,0.73
26252,1:negative,1:negative,,0.84
26253,2:positive,2:positive,,0.85
26254,3:neutral,3:neutral,,0.63
26255,1:negative,1:negative,,0.85
26256,2:positive,2:positive,,0.84
26257,1:negative,1:negative,,0.82
26258,2:positive,2:positive,,0.9
26259,1:negative,1:negative,,0.88
26260,2:positive,2:positive,,0.85
26261,1:negative,1:negative,,0.87
