=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_test_3
Instances:    10000
Attributes:   659
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 63.73 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
4661,2:negative,2:negative,,0.89
4662,1:positive,1:positive,,0.97
4663,1:positive,1:positive,,1
4664,1:positive,1:positive,,0.89
4665,1:positive,1:positive,,0.87
4666,2:negative,2:negative,,0.8
4667,2:negative,2:negative,,0.62
4668,1:positive,1:positive,,0.93
4669,1:positive,1:positive,,1
4670,2:negative,2:negative,,0.93
4671,3:neutral,3:neutral,,0.65
4672,1:positive,1:positive,,0.98
4673,1:positive,1:positive,,0.94
4674,1:positive,1:positive,,0.91
4675,2:negative,2:negative,,0.61
4676,2:negative,2:negative,,0.78
4677,2:negative,2:negative,,0.95
4678,2:negative,2:negative,,0.81
4679,1:positive,1:positive,,0.98
4680,2:negative,2:negative,,0.85
4681,1:positive,1:positive,,0.98
4682,1:positive,1:positive,,0.95
4683,1:positive,1:positive,,0.94
4684,1:positive,1:positive,,0.99
4685,1:positive,1:positive,,0.97
4686,1:positive,1:positive,,1
4687,2:negative,2:negative,,0.79
4688,1:positive,1:positive,,0.96
4689,1:positive,1:positive,,1
4690,1:positive,1:positive,,0.99
4691,1:positive,1:positive,,0.89
4692,1:positive,1:positive,,0.98
4693,1:positive,1:positive,,0.91
4694,2:negative,2:negative,,0.89
4695,1:positive,1:positive,,0.98
4696,1:positive,1:positive,,0.97
4697,1:positive,1:positive,,0.92
4698,1:positive,1:positive,,0.95
4699,1:positive,1:positive,,0.97
4700,1:positive,1:positive,,0.99
4701,1:positive,1:positive,,0.98
4702,1:positive,1:positive,,0.96
4703,1:positive,1:positive,,0.98
4704,1:positive,1:positive,,0.98
4705,1:positive,1:positive,,0.99
4706,1:positive,1:positive,,0.98
4707,1:positive,1:positive,,0.85
4708,2:negative,2:negative,,0.75
4709,1:positive,1:positive,,0.96
4710,1:positive,1:positive,,0.98
4711,2:negative,2:negative,,0.88
4712,1:positive,1:positive,,0.98
4713,1:positive,1:positive,,0.97
4714,1:positive,1:positive,,0.9
4715,1:positive,1:positive,,0.95
4716,1:positive,1:positive,,0.99
4717,2:negative,2:negative,,0.8
4718,2:negative,2:negative,,0.75
4719,1:positive,1:positive,,0.85
4720,1:positive,1:positive,,0.92
4721,1:positive,1:positive,,0.98
4722,2:negative,2:negative,,0.7
4723,2:negative,2:negative,,0.67
4724,1:positive,1:positive,,0.97
4725,1:positive,1:positive,,0.98
4726,1:positive,1:positive,,0.94
4727,1:positive,1:positive,,0.92
4728,1:positive,1:positive,,0.99
4729,1:positive,1:positive,,0.97
4730,2:negative,2:negative,,0.81
4731,1:positive,1:positive,,0.94
4732,1:positive,1:positive,,0.98
4733,1:positive,1:positive,,0.84
4734,1:positive,1:positive,,0.85
4735,1:positive,1:positive,,0.96
4736,1:positive,1:positive,,0.79
4737,1:positive,1:positive,,0.92
4738,1:positive,1:positive,,0.91
4739,1:positive,1:positive,,0.99
4740,1:positive,1:positive,,0.92
4741,1:positive,1:positive,,0.91
4742,1:positive,1:positive,,0.97
4743,1:positive,1:positive,,0.96
4744,2:negative,2:negative,,0.92
4745,1:positive,1:positive,,0.94
4746,2:negative,2:negative,,0.78
4747,1:positive,1:positive,,0.96
4748,1:positive,1:positive,,0.9
4749,1:positive,1:positive,,1
4750,1:positive,1:positive,,0.99
4751,1:positive,1:positive,,0.87
4752,2:negative,2:negative,,0.77
4753,1:positive,1:positive,,0.96
4754,1:positive,1:positive,,0.93
4755,1:positive,1:positive,,0.91
4756,1:positive,1:positive,,0.93
4757,1:positive,1:positive,,0.96
4758,1:positive,1:positive,,0.98
4759,2:negative,2:negative,,0.86
4760,1:positive,1:positive,,0.97
4761,1:positive,1:positive,,0.87
4762,3:neutral,3:neutral,,0.62
4763,1:positive,1:positive,,0.98
4764,1:positive,1:positive,,0.97
4765,2:negative,2:negative,,0.75
4766,1:positive,1:positive,,0.85
4767,1:positive,1:positive,,0.92
4768,2:negative,2:negative,,0.81
4769,1:positive,1:positive,,0.94
4770,1:positive,1:positive,,0.84
4771,1:positive,1:positive,,0.99
4772,1:positive,1:positive,,0.98
4773,1:positive,1:positive,,0.95
4774,2:negative,2:negative,,0.92
4775,1:positive,1:positive,,0.82
4776,1:positive,1:positive,,0.99
4777,1:positive,1:positive,,0.9
4778,1:positive,1:positive,,0.97
4779,2:negative,2:negative,,0.91
4780,1:positive,1:positive,,0.95
4781,1:positive,1:positive,,1
4782,1:positive,1:positive,,0.94
4783,2:negative,2:negative,,0.9
4784,2:negative,2:negative,,0.96
4785,1:positive,1:positive,,0.88
4786,2:negative,2:negative,,0.89
4787,2:negative,2:negative,,0.83
4788,1:positive,1:positive,,0.82
4789,1:positive,1:positive,,1
4790,1:positive,1:positive,,0.99
4791,1:positive,1:positive,,1
4792,2:negative,2:negative,,0.67
4793,1:positive,1:positive,,0.87
4794,2:negative,2:negative,,0.72
4795,2:negative,2:negative,,0.79
4796,2:negative,2:negative,,0.89
4797,1:positive,1:positive,,0.9
4798,1:positive,1:positive,,0.9
4799,1:positive,1:positive,,0.91
4800,1:positive,1:positive,,0.95
4801,1:positive,1:positive,,0.97
4802,1:positive,1:positive,,1
4803,1:positive,1:positive,,0.94
4804,1:positive,1:positive,,0.98
4805,1:positive,1:positive,,0.93
4806,1:positive,1:positive,,0.95
4807,1:positive,1:positive,,0.86
4808,2:negative,2:negative,,0.87
4809,1:positive,1:positive,,0.98
4810,1:positive,1:positive,,0.95
4811,1:positive,1:positive,,0.93
4812,1:positive,1:positive,,0.96
4813,1:positive,1:positive,,0.93
4814,1:positive,1:positive,,0.96
4815,1:positive,1:positive,,0.89
4816,1:positive,1:positive,,0.94
4817,1:positive,1:positive,,0.94
4818,1:positive,1:positive,,0.98
4819,1:positive,1:positive,,0.87
4820,1:positive,1:positive,,0.87
4821,2:negative,2:negative,,0.81
4822,1:positive,1:positive,,0.89
4823,1:positive,1:positive,,0.93
4824,1:positive,1:positive,,0.96
4825,1:positive,1:positive,,0.97
4826,1:positive,1:positive,,0.97
4827,1:positive,1:positive,,0.99
4828,1:positive,1:positive,,0.96
4829,1:positive,1:positive,,0.91
4830,2:negative,2:negative,,0.8
4831,2:negative,2:negative,,0.92
4832,1:positive,1:positive,,1
4833,1:positive,1:positive,,0.9
4834,2:negative,2:negative,,0.8
4835,1:positive,1:positive,,0.89
4836,1:positive,1:positive,,0.86
4837,1:positive,1:positive,,0.92
4838,1:positive,1:positive,,0.96
4839,2:negative,2:negative,,0.9
4840,1:positive,1:positive,,0.92
4841,1:positive,1:positive,,0.89
4842,1:positive,1:positive,,0.98
4843,1:positive,1:positive,,0.93
4844,1:positive,1:positive,,0.96
4845,1:positive,1:positive,,0.85
4846,1:positive,1:positive,,0.94
4847,1:positive,1:positive,,0.89
4848,1:positive,1:positive,,0.8
4849,1:positive,1:positive,,0.92
4850,1:positive,1:positive,,0.94
4851,1:positive,1:positive,,0.88
4852,1:positive,1:positive,,0.99
4853,1:positive,1:positive,,0.95
4854,1:positive,1:positive,,0.94
4855,1:positive,1:positive,,0.97
4856,2:negative,2:negative,,0.77
4857,1:positive,1:positive,,0.96
4858,2:negative,2:negative,,0.88
4859,2:negative,2:negative,,0.85
4860,2:negative,2:negative,,0.82
4861,1:positive,1:positive,,0.89
4862,1:positive,1:positive,,0.95
4863,1:positive,1:positive,,0.96
4864,2:negative,2:negative,,0.72
4865,1:positive,1:positive,,1
4866,1:positive,1:positive,,0.93
4867,1:positive,1:positive,,0.92
4868,2:negative,2:negative,,0.89
4869,1:positive,1:positive,,0.9
4870,1:positive,1:positive,,0.99
4871,1:positive,1:positive,,0.93
4872,1:positive,1:positive,,0.99
4873,1:positive,1:positive,,0.97
4874,1:positive,1:positive,,0.88
4875,1:positive,1:positive,,0.95
4876,1:positive,1:positive,,0.94
4877,1:positive,1:positive,,1
4878,1:positive,1:positive,,0.97
4879,1:positive,1:positive,,0.98
4880,1:positive,1:positive,,0.94
4881,2:negative,2:negative,,0.65
4882,1:positive,1:positive,,1
4883,2:negative,2:negative,,0.79
4884,1:positive,1:positive,,0.94
4885,1:positive,1:positive,,0.95
4886,1:positive,1:positive,,0.89
4887,1:positive,1:positive,,0.99
4888,1:positive,1:positive,,0.97
4889,1:positive,1:positive,,0.96
4890,1:positive,1:positive,,0.91
4891,1:positive,1:positive,,0.92
4892,1:positive,1:positive,,0.97
4893,1:positive,1:positive,,0.95
4894,1:positive,1:positive,,0.85
4895,3:neutral,3:neutral,,0.61
4896,1:positive,1:positive,,0.94
4897,1:positive,1:positive,,0.95
4898,2:negative,2:negative,,0.91
4899,1:positive,1:positive,,0.98
4900,1:positive,1:positive,,0.96
4901,1:positive,1:positive,,0.99
4902,1:positive,1:positive,,0.95
4903,1:positive,1:positive,,0.93
4904,1:positive,1:positive,,0.96
4905,1:positive,1:positive,,1
4906,1:positive,1:positive,,0.92
4907,2:negative,2:negative,,0.96
4908,1:positive,1:positive,,0.97
4909,1:positive,1:positive,,0.96
4910,2:negative,2:negative,,0.75
4911,2:negative,2:negative,,0.77
4912,1:positive,1:positive,,0.95
4913,2:negative,2:negative,,0.76
4914,1:positive,1:positive,,0.96
4915,2:negative,2:negative,,0.78
4916,1:positive,1:positive,,0.97
4917,1:positive,1:positive,,0.89
4918,1:positive,1:positive,,0.87
4919,1:positive,1:positive,,0.98
4920,1:positive,1:positive,,0.98
4921,3:neutral,3:neutral,,0.69
4922,1:positive,1:positive,,0.78
4923,2:negative,2:negative,,0.84
4924,2:negative,2:negative,,0.88
4925,1:positive,1:positive,,0.99
4926,1:positive,1:positive,,0.95
4927,1:positive,1:positive,,0.99
4928,1:positive,1:positive,,0.98
4929,1:positive,1:positive,,0.98
4930,1:positive,1:positive,,0.87
4931,1:positive,1:positive,,0.99
4932,1:positive,1:positive,,0.96
4933,1:positive,1:positive,,0.96
4934,1:positive,1:positive,,0.94
4935,2:negative,2:negative,,0.9
4936,1:positive,1:positive,,0.98
4937,1:positive,1:positive,,0.99
4938,2:negative,2:negative,,0.78
4939,1:positive,1:positive,,0.99
4940,2:negative,2:negative,,0.9
4941,1:positive,1:positive,,0.93
4942,2:negative,2:negative,,0.8
4943,1:positive,1:positive,,0.86
4944,1:positive,1:positive,,0.95
4945,1:positive,1:positive,,0.92
4946,1:positive,1:positive,,0.82
4947,2:negative,2:negative,,0.86
4948,1:positive,1:positive,,0.98
4949,1:positive,1:positive,,0.97
4950,1:positive,1:positive,,0.94
4951,2:negative,2:negative,,0.79
4952,1:positive,1:positive,,0.99
4953,1:positive,1:positive,,0.95
4954,1:positive,1:positive,,0.97
4955,1:positive,1:positive,,0.98
4956,1:positive,1:positive,,0.99
4957,2:negative,2:negative,,0.89
4958,1:positive,1:positive,,0.89
4959,1:positive,1:positive,,0.9
4960,1:positive,1:positive,,1
4961,1:positive,1:positive,,0.98
4962,1:positive,1:positive,,0.98
4963,1:positive,1:positive,,0.97
4964,2:negative,2:negative,,0.91
4965,1:positive,1:positive,,0.92
4966,1:positive,1:positive,,1
4967,1:positive,1:positive,,0.93
4968,1:positive,1:positive,,0.91
4969,1:positive,1:positive,,0.99
4970,2:negative,2:negative,,0.75
4971,3:neutral,3:neutral,,0.63
4972,1:positive,1:positive,,0.98
4973,1:positive,1:positive,,0.96
4974,1:positive,1:positive,,0.98
4975,1:positive,1:positive,,0.93
4976,1:positive,1:positive,,0.81
4977,2:negative,2:negative,,0.69
4978,1:positive,1:positive,,0.97
4979,1:positive,1:positive,,0.99
4980,1:positive,1:positive,,0.99
4981,1:positive,1:positive,,0.96
4982,1:positive,1:positive,,0.92
4983,1:positive,1:positive,,1
4984,1:positive,1:positive,,0.97
4985,1:positive,1:positive,,0.99
4986,1:positive,1:positive,,0.95
4987,1:positive,1:positive,,0.97
4988,1:positive,1:positive,,0.97
4989,3:neutral,3:neutral,,0.73
4990,1:positive,1:positive,,0.99
4991,1:positive,1:positive,,0.99
4992,1:positive,1:positive,,0.94
4993,1:positive,1:positive,,0.93
4994,1:positive,1:positive,,0.97
4995,1:positive,1:positive,,0.98
4996,2:negative,2:negative,,0.86
4997,1:positive,1:positive,,0.95
4998,1:positive,1:positive,,0.94
4999,1:positive,1:positive,,0.98
5000,1:positive,1:positive,,0.92
5001,1:positive,1:positive,,0.83
5002,1:positive,1:positive,,0.98
5003,1:positive,1:positive,,0.97
5004,1:positive,1:positive,,0.9
5005,1:positive,1:positive,,0.91
5006,2:negative,2:negative,,0.84
5007,1:positive,1:positive,,0.97
5008,2:negative,2:negative,,0.83
5009,1:positive,1:positive,,0.88
5010,2:negative,2:negative,,0.79
5011,1:positive,1:positive,,0.91
5012,2:negative,2:negative,,0.8
5013,2:negative,2:negative,,0.79
5014,2:negative,2:negative,,0.89
5015,1:positive,1:positive,,0.97
5016,2:negative,2:negative,,0.7
5017,1:positive,1:positive,,1
5018,3:neutral,3:neutral,,0.63
5019,2:negative,2:negative,,0.86
5020,1:positive,1:positive,,0.82
5021,2:negative,2:negative,,0.87
5022,2:negative,2:negative,,0.94
5023,1:positive,1:positive,,0.96
5024,1:positive,1:positive,,0.98
5025,2:negative,2:negative,,0.9
5026,1:positive,1:positive,,0.88
5027,1:positive,1:positive,,0.96
5028,1:positive,1:positive,,0.96
5029,1:positive,1:positive,,1
5030,2:negative,2:negative,,0.89
5031,2:negative,2:negative,,0.76
5032,1:positive,1:positive,,0.97
5033,1:positive,1:positive,,0.98
5034,1:positive,1:positive,,0.84
5035,2:negative,2:negative,,0.78
5036,1:positive,1:positive,,0.93
5037,2:negative,2:negative,,0.81
5038,1:positive,1:positive,,0.94
5039,2:negative,2:negative,,0.78
5040,2:negative,2:negative,,0.86
5041,1:positive,1:positive,,0.87
5042,2:negative,2:negative,,0.86
5043,2:negative,2:negative,,0.8
5044,1:positive,1:positive,,0.96
5045,2:negative,2:negative,,0.84
5046,1:positive,1:positive,,0.94
5047,1:positive,1:positive,,1
5048,1:positive,1:positive,,0.83
5049,1:positive,1:positive,,0.92
5050,1:positive,1:positive,,1
5051,1:positive,1:positive,,0.92
5052,1:positive,1:positive,,0.98
5053,1:positive,1:positive,,0.97
5054,1:positive,1:positive,,0.97
5055,1:positive,1:positive,,0.79
5056,1:positive,1:positive,,0.97
5057,1:positive,1:positive,,0.98
5058,2:negative,2:negative,,0.9
5059,2:negative,2:negative,,0.74
5060,1:positive,1:positive,,0.97
5061,1:positive,1:positive,,0.96
5062,1:positive,1:positive,,0.98
5063,1:positive,1:positive,,0.98
5064,1:positive,1:positive,,0.91
5065,2:negative,2:negative,,0.84
5066,1:positive,1:positive,,0.99
5067,1:positive,1:positive,,0.97
5068,1:positive,1:positive,,0.95
5069,1:positive,1:positive,,0.97
5070,1:positive,1:positive,,0.97
5071,1:positive,1:positive,,0.85
5072,1:positive,1:positive,,0.86
5073,2:negative,2:negative,,0.89
5074,2:negative,2:negative,,0.7
5075,1:positive,1:positive,,0.99
5076,1:positive,1:positive,,1
5077,1:positive,1:positive,,1
5078,1:positive,1:positive,,0.98
5079,1:positive,1:positive,,0.99
5080,1:positive,1:positive,,0.94
5081,2:negative,2:negative,,0.84
5082,1:positive,1:positive,,0.95
5083,1:positive,1:positive,,0.95
5084,1:positive,1:positive,,1
5085,1:positive,1:positive,,0.88
5086,1:positive,1:positive,,0.96
5087,1:positive,1:positive,,0.88
5088,1:positive,1:positive,,0.9
5089,1:positive,1:positive,,0.97
5090,1:positive,1:positive,,0.81
5091,1:positive,1:positive,,0.81
5092,1:positive,1:positive,,0.92
5093,1:positive,1:positive,,0.98
5094,1:positive,1:positive,,0.97
5095,2:negative,2:negative,,0.79
5096,1:positive,1:positive,,0.95
5097,1:positive,1:positive,,0.95
5098,1:positive,1:positive,,0.85
5099,1:positive,1:positive,,0.85
5100,1:positive,1:positive,,0.87
5101,1:positive,1:positive,,0.87
5102,1:positive,1:positive,,0.96
5103,1:positive,1:positive,,0.84
5104,1:positive,1:positive,,0.92
5105,1:positive,1:positive,,1
5106,1:positive,1:positive,,0.97
5107,1:positive,1:positive,,0.94
5108,2:negative,2:negative,,0.84
5109,2:negative,2:negative,,0.81
5110,1:positive,1:positive,,0.92
5111,1:positive,1:positive,,0.83
5112,2:negative,2:negative,,0.94
5113,1:positive,1:positive,,0.92
5114,1:positive,1:positive,,0.93
5115,1:positive,1:positive,,0.92
5116,2:negative,2:negative,,0.85
5117,1:positive,1:positive,,0.94
5118,1:positive,1:positive,,0.94
5119,1:positive,1:positive,,0.97
5120,3:neutral,3:neutral,,0.59
5121,2:negative,2:negative,,0.88
5122,1:positive,1:positive,,0.99
5123,1:positive,1:positive,,1
5124,1:positive,1:positive,,0.97
5125,1:positive,1:positive,,0.93
5126,1:positive,1:positive,,0.99
5127,1:positive,1:positive,,0.95
5128,2:negative,2:negative,,0.94
5129,2:negative,2:negative,,0.76
5130,1:positive,1:positive,,0.95
5131,1:positive,1:positive,,0.9
5132,1:positive,1:positive,,0.9
5133,1:positive,1:positive,,0.96
5134,2:negative,2:negative,,0.75
5135,2:negative,2:negative,,0.9
5136,1:positive,1:positive,,0.94
5137,1:positive,1:positive,,0.79
5138,1:positive,1:positive,,0.97
5139,1:positive,1:positive,,0.91
5140,1:positive,1:positive,,0.98
5141,1:positive,1:positive,,1
5142,1:positive,1:positive,,0.93
5143,1:positive,1:positive,,0.98
5144,1:positive,1:positive,,0.93
5145,1:positive,1:positive,,1
5146,2:negative,2:negative,,0.83
5147,2:negative,2:negative,,0.88
5148,1:positive,1:positive,,0.95
5149,1:positive,1:positive,,0.94
5150,1:positive,1:positive,,0.92
5151,1:positive,1:positive,,0.97
5152,1:positive,1:positive,,0.99
5153,1:positive,1:positive,,0.97
5154,1:positive,1:positive,,0.97
5155,1:positive,1:positive,,0.85
5156,1:positive,1:positive,,1
5157,1:positive,1:positive,,0.85
5158,2:negative,2:negative,,0.86
5159,2:negative,2:negative,,0.84
5160,2:negative,2:negative,,0.83
5161,1:positive,1:positive,,0.89
5162,2:negative,2:negative,,0.87
5163,2:negative,2:negative,,0.87
5164,1:positive,1:positive,,0.95
5165,1:positive,1:positive,,0.91
5166,1:positive,1:positive,,0.97
5167,1:positive,1:positive,,0.96
5168,2:negative,2:negative,,0.77
5169,1:positive,1:positive,,0.92
5170,1:positive,1:positive,,0.87
5171,2:negative,2:negative,,0.89
5172,1:positive,1:positive,,0.96
5173,1:positive,1:positive,,0.94
5174,1:positive,1:positive,,0.89
5175,1:positive,1:positive,,0.96
5176,2:negative,2:negative,,0.85
5177,2:negative,2:negative,,0.84
5178,1:positive,1:positive,,0.94
5179,3:neutral,3:neutral,,0.68
5180,1:positive,1:positive,,1
5181,1:positive,1:positive,,0.93
5182,1:positive,1:positive,,0.99
5183,1:positive,1:positive,,0.98
5184,1:positive,1:positive,,0.97
5185,2:negative,2:negative,,0.83
5186,1:positive,1:positive,,0.97
5187,2:negative,2:negative,,0.93
5188,1:positive,1:positive,,0.91
5189,1:positive,1:positive,,0.87
5190,1:positive,1:positive,,0.93
5191,2:negative,2:negative,,0.88
5192,2:negative,2:negative,,0.75
5193,1:positive,1:positive,,0.93
5194,2:negative,2:negative,,0.8
5195,1:positive,1:positive,,0.95
5196,1:positive,1:positive,,0.96
5197,2:negative,2:negative,,0.85
5198,2:negative,2:negative,,0.79
5199,1:positive,1:positive,,0.99
5200,1:positive,1:positive,,0.98
5201,1:positive,1:positive,,0.96
5202,2:negative,2:negative,,0.94
5203,1:positive,1:positive,,0.95
5204,1:positive,1:positive,,0.97
5205,1:positive,1:positive,,0.98
5206,2:negative,2:negative,,0.9
5207,1:positive,1:positive,,0.91
5208,1:positive,1:positive,,0.9
5209,2:negative,2:negative,,0.92
5210,2:negative,2:negative,,0.77
5211,1:positive,1:positive,,0.96
5212,1:positive,1:positive,,0.93
5213,2:negative,2:negative,,0.89
5214,1:positive,1:positive,,0.88
5215,1:positive,1:positive,,0.99
5216,1:positive,1:positive,,0.97
5217,3:neutral,3:neutral,,0.62
5218,1:positive,1:positive,,0.89
5219,1:positive,1:positive,,0.92
5220,1:positive,1:positive,,0.93
5221,2:negative,2:negative,,0.66
5222,2:negative,2:negative,,0.78
5223,2:negative,2:negative,,0.78
5224,1:positive,1:positive,,0.97
5225,1:positive,1:positive,,0.79
5226,2:negative,2:negative,,0.93
5227,2:negative,2:negative,,0.84
5228,2:negative,2:negative,,0.82
5229,1:positive,1:positive,,0.99
5230,1:positive,1:positive,,0.96
5231,1:positive,1:positive,,0.97
5232,1:positive,1:positive,,0.99
5233,1:positive,1:positive,,0.89
5234,1:positive,1:positive,,1
5235,1:positive,1:positive,,0.94
5236,1:positive,1:positive,,0.97
5237,1:positive,1:positive,,0.96
5238,1:positive,1:positive,,0.97
5239,1:positive,1:positive,,0.97
5240,1:positive,1:positive,,0.93
5241,1:positive,1:positive,,0.93
5242,2:negative,2:negative,,0.84
5243,1:positive,1:positive,,1
5244,2:negative,2:negative,,0.94
5245,1:positive,1:positive,,0.96
5246,2:negative,2:negative,,0.84
5247,1:positive,1:positive,,0.93
5248,1:positive,1:positive,,0.95
5249,1:positive,1:positive,,0.95
5250,2:negative,2:negative,,0.94
5251,1:positive,1:positive,,0.85
5252,1:positive,1:positive,,0.93
5253,2:negative,2:negative,,0.88
5254,1:positive,1:positive,,0.98
5255,2:negative,2:negative,,0.7
5256,1:positive,1:positive,,0.96
5257,1:positive,1:positive,,0.99
5258,1:positive,1:positive,,0.97
5259,1:positive,1:positive,,0.99
5260,2:negative,2:negative,,0.87
5261,1:positive,1:positive,,0.93
5262,1:positive,1:positive,,0.97
5263,1:positive,1:positive,,0.94
5264,1:positive,1:positive,,0.97
5265,2:negative,2:negative,,0.75
5266,2:negative,2:negative,,0.85
5267,1:positive,1:positive,,0.97
5268,1:positive,1:positive,,0.95
5269,2:negative,2:negative,,0.79
5270,1:positive,1:positive,,0.8
5271,1:positive,1:positive,,0.9
5272,1:positive,1:positive,,0.96
5273,3:neutral,3:neutral,,0.66
5274,1:positive,1:positive,,0.98
5275,1:positive,1:positive,,0.95
5276,1:positive,1:positive,,0.99
5277,2:negative,2:negative,,0.85
5278,1:positive,1:positive,,0.96
5279,1:positive,1:positive,,0.85
5280,1:positive,1:positive,,0.98
5281,1:positive,1:positive,,1
5282,1:positive,1:positive,,0.93
5283,1:positive,1:positive,,0.92
5284,1:positive,1:positive,,0.98
5285,1:positive,1:positive,,0.94
5286,2:negative,2:negative,,0.84
5287,1:positive,1:positive,,0.93
5288,1:positive,1:positive,,0.99
5289,2:negative,2:negative,,0.86
5290,1:positive,1:positive,,0.94
5291,1:positive,1:positive,,0.89
5292,1:positive,1:positive,,0.96
5293,1:positive,1:positive,,1
5294,2:negative,2:negative,,0.79
5295,1:positive,1:positive,,0.98
5296,1:positive,1:positive,,0.97
5297,2:negative,2:negative,,0.76
5298,1:positive,1:positive,,0.95
5299,2:negative,2:negative,,0.83
5300,1:positive,1:positive,,0.93
5301,1:positive,1:positive,,1
5302,1:positive,1:positive,,0.98
5303,1:positive,1:positive,,0.98
5304,2:negative,2:negative,,0.86
5305,1:positive,1:positive,,0.98
5306,1:positive,1:positive,,1
5307,2:negative,2:negative,,0.73
5308,1:positive,1:positive,,0.95
5309,1:positive,1:positive,,0.83
5310,3:neutral,3:neutral,,0.71
5311,2:negative,2:negative,,0.86
5312,1:positive,1:positive,,0.91
5313,1:positive,1:positive,,0.93
5314,1:positive,1:positive,,0.98
5315,1:positive,1:positive,,0.95
5316,1:positive,1:positive,,0.95
5317,1:positive,1:positive,,1
5318,2:negative,2:negative,,0.97
5319,2:negative,2:negative,,0.74
5320,3:neutral,3:neutral,,0.68
5321,1:positive,1:positive,,0.93
5322,1:positive,1:positive,,0.95
5323,1:positive,1:positive,,1
5324,3:neutral,3:neutral,,0.7
5325,1:positive,1:positive,,0.98
5326,1:positive,1:positive,,0.98
5327,1:positive,1:positive,,0.98
5328,1:positive,1:positive,,0.99
5329,1:positive,1:positive,,0.95
5330,1:positive,1:positive,,0.92
5331,1:positive,1:positive,,0.89
5332,1:positive,1:positive,,0.99
5333,1:positive,1:positive,,0.87
5334,1:positive,1:positive,,0.95
5335,2:negative,2:negative,,0.87
5336,1:positive,1:positive,,0.89
5337,1:positive,1:positive,,0.91
5338,1:positive,1:positive,,0.96
5339,1:positive,1:positive,,0.95
5340,1:positive,1:positive,,0.88
5341,2:negative,2:negative,,0.84
5342,1:positive,1:positive,,0.94
5343,1:positive,1:positive,,1
5344,1:positive,1:positive,,0.91
5345,1:positive,1:positive,,0.99
5346,1:positive,1:positive,,0.89
5347,1:positive,1:positive,,0.95
5348,1:positive,1:positive,,0.91
5349,2:negative,2:negative,,0.9
5350,1:positive,1:positive,,0.8
5351,1:positive,1:positive,,0.98
5352,1:positive,1:positive,,0.99
5353,1:positive,1:positive,,0.98
5354,1:positive,1:positive,,1
5355,1:positive,1:positive,,0.9
5356,1:positive,1:positive,,0.91
5357,1:positive,1:positive,,0.92
5358,1:positive,1:positive,,0.86
5359,2:negative,2:negative,,0.85
5360,1:positive,1:positive,,0.93
5361,1:positive,1:positive,,0.99
5362,1:positive,1:positive,,0.98
5363,1:positive,1:positive,,0.98
5364,1:positive,1:positive,,1
5365,2:negative,2:negative,,0.76
5366,2:negative,2:negative,,0.9
5367,1:positive,1:positive,,0.88
5368,1:positive,1:positive,,0.89
5369,2:negative,2:negative,,0.71
5370,2:negative,2:negative,,0.83
5371,2:negative,2:negative,,0.88
5372,2:negative,2:negative,,0.91
5373,1:positive,1:positive,,0.97
5374,2:negative,2:negative,,0.83
5375,1:positive,1:positive,,0.89
5376,1:positive,1:positive,,0.99
5377,1:positive,1:positive,,0.92
5378,1:positive,1:positive,,0.98
5379,1:positive,1:positive,,0.85
5380,1:positive,1:positive,,0.95
5381,1:positive,1:positive,,0.95
5382,1:positive,1:positive,,0.98
5383,1:positive,1:positive,,0.99
5384,1:positive,1:positive,,0.94
5385,2:negative,2:negative,,0.75
5386,1:positive,1:positive,,0.85
5387,1:positive,1:positive,,0.86
5388,2:negative,2:negative,,0.95
5389,1:positive,1:positive,,0.95
5390,1:positive,1:positive,,1
5391,2:negative,2:negative,,0.81
5392,1:positive,1:positive,,0.94
5393,2:negative,2:negative,,0.83
5394,1:positive,1:positive,,0.97
5395,1:positive,1:positive,,0.88
5396,1:positive,1:positive,,0.97
5397,1:positive,1:positive,,0.98
5398,1:positive,1:positive,,0.96
5399,1:positive,1:positive,,0.99
5400,1:positive,1:positive,,0.97
5401,2:negative,2:negative,,0.77
5402,2:negative,2:negative,,0.77
5403,1:positive,1:positive,,0.81
5404,1:positive,1:positive,,0.92
5405,1:positive,1:positive,,0.91
5406,1:positive,1:positive,,0.97
5407,1:positive,1:positive,,0.97
5408,1:positive,1:positive,,0.9
5409,2:negative,2:negative,,0.8
5410,1:positive,1:positive,,0.96
5411,1:positive,1:positive,,0.98
5412,2:negative,2:negative,,0.78
5413,1:positive,1:positive,,0.95
5414,1:positive,1:positive,,0.99
5415,2:negative,2:negative,,0.77
5416,1:positive,1:positive,,0.97
5417,1:positive,1:positive,,0.99
5418,1:positive,1:positive,,0.92
5419,1:positive,1:positive,,1
5420,1:positive,1:positive,,0.91
5421,1:positive,1:positive,,0.91
5422,1:positive,1:positive,,1
5423,2:negative,2:negative,,0.79
5424,1:positive,1:positive,,0.97
5425,1:positive,1:positive,,0.97
5426,1:positive,1:positive,,0.94
